,Search term,Keyword,Similarity Score,Keyword vs Account Similarity,Match Type_Broad match,Match Type_Exact match,Match Type_Phrase match,Added/Excluded
27178,panda roofing vero beach,roofing vero beach FL,0.7285057306289673,0.5087442398071289,0,0,1,1
27179,ridge top exteriors,roofers near me,0.362134724855423,0.5178499817848206,1,0,0,1
27180,tri county metals,metal roofing company,0.6319400072097778,0.5077390670776367,0,0,1,1
27181,cmr roofing,residential roofing company,0.5830835103988647,0.6728639602661133,1,0,0,1
27182,kangaroof,residential roofing company,0.1031738817691803,0.1556214690208435,1,0,0,1
27183,heart roofing,roofers near me,0.394804298877716,0.5305233001708984,1,0,0,1
27184,eagle roof,roof replacement contractor,0.4561876654624939,0.6060080528259277,1,0,0,1
27185,ridgeline roofing vero beach,best residential roofing companies near me,0.5146981477737427,0.5631275177001953,0,0,1,1
27186,a1 roofing,residential roofing contractor,0.5598748922348022,0.7103855013847351,1,0,0,1
27187,rrca roofing,residential roofing company,0.6413875222206116,0.651019811630249,1,0,0,1
27188,panda roofing vero beach,roofing company vero beach FL,0.6102606058120728,0.5087442398071289,0,0,1,1
27189,all weather roofing dayton ohio,roofers near me,0.5977140069007874,0.6541684865951538,0,0,1,1
27190,florida premier roofing,residential roofing company,0.6687878370285034,0.7565484642982483,1,0,0,1
27191,empire roofing,roof replacement company,0.5677046775817871,0.6724925637245178,1,0,0,1
27192,phinney roofing,roofing companies near me,0.6642826795578003,0.7239160537719727,1,0,0,1
27193,enterprise roofing,roof replacement contractor,0.5874833464622498,0.7561273574829102,1,0,0,1
27194,eagle roofing,residential roofing company,0.6355718970298767,0.7070881724357605,1,0,0,1
27195,crown roofing,residential roofing companies near me,0.5386570692062378,0.635874330997467,0,0,1,1
27196,shamrock roofing,roofing contractors near me,0.5747829675674438,0.7078014016151428,1,0,0,1
27197,contractors near me,roofing contractors near me,0.7771613001823425,0.7080253958702087,1,0,0,1
27198,knox roofing,residential roofing contractor,0.5634217262268066,0.7079944610595703,1,0,0,1
27199,precision roofing,roof replacement contractor,0.5249605774879456,0.6679653525352478,1,0,0,1
27200,higgins metal,residential roofing company,0.2201611995697021,0.4234786629676819,1,0,0,1
27201,elite roofing,residential roofing company,0.7229758501052856,0.7639642357826233,1,0,0,1
27202,leonard roofing englewood fl,roof installation company,0.6625186204910278,0.708050012588501,0,0,1,1
27203,new roof $99 a month,roofing company financing,0.5624149441719055,0.7122452855110168,0,0,1,1
27204,buckeye roofing,best roofing company,0.6045207977294922,0.6525935530662537,0,0,1,1
27205,kelly roofing naples fl,roofers in naples FL,0.8494243621826172,0.7425172924995422,0,0,1,1
27206,northstar metal roofing,metal roofing company,0.7372792959213257,0.7865971326828003,0,0,1,1
27207,collis roofing melbourne,roofing in melbourne FL,0.7751038074493408,0.6495610475540161,0,0,1,1
27208,all florida weatherproofing,roofing companies near me,0.3850825726985931,0.408899188041687,1,0,0,1
27209,kelly roofing,roofing companies near me,0.7236636877059937,0.7915600538253784,1,0,0,1
27210,jc roofing,local roofing companies in my area,0.6926406621932983,0.7849883437156677,0,0,1,1
27211,apc roofing,residential roofing company,0.5660541653633118,0.6417367458343506,1,0,0,1
27212,contractor near me,roofers near me,0.5787515640258789,0.6854068040847778,1,0,0,1
27213,hippo roofing,roof replacement company,0.5323308110237122,0.6166870594024658,1,0,0,1
27214,alfrey roofing melbourne fl,roofing in melbourne FL,0.8072682619094849,0.7059708833694458,0,0,1,1
27215,covenant roofing,residential roofing company,0.6429306864738464,0.7083936929702759,1,0,0,1
27216,rich roofing troy ohio,local roofing company,0.6741830110549927,0.7076494097709656,0,0,1,1
27217,total home roofing,residential roofing contractor,0.6378540992736816,0.7120094895362854,1,0,0,1
27218,tar and gravel roof,roof replacement contractor,0.4551092982292175,0.587090015411377,1,0,0,1
27219,frisby roofing,residential roofing company,0.6612154245376587,0.7229389548301697,0,0,1,1
27220,dependable roofing llc,roofing contractors near me,0.7105218172073364,0.8157424926757812,1,0,0,1
27221,phinney roofing,residential roofing company,0.647072434425354,0.7239160537719727,1,0,0,1
27222,monarch roofing,residential roofing company,0.6144720315933228,0.6640580892562866,1,0,0,1
27223,neuman roofing,roofers near me,0.5528950691223145,0.6660974025726318,0,0,1,1
27224,paradise roofing,residential roofing contractor,0.6228201389312744,0.7332497239112854,1,0,0,1
27225,ridge valley exteriors,roofers near me,0.4131398499011993,0.4570862054824829,1,0,0,1
27226,irc roofing,roofing companies near me,0.6177228689193726,0.696028470993042,1,0,0,1
27227,www gulfcoastsupply com,metal roofing company,0.3527532815933227,0.39682847261428833,0,0,1,1
27228,westlake royal roofing,roofing companies near me,0.6733760237693787,0.694800078868866,1,0,0,1
27229,kerrigan roofing,certified roofing company,0.6357738375663757,0.6894670724868774,0,0,1,1
27230,alliance roofing company,residential roofing company,0.7630600929260254,0.7946369647979736,1,0,0,1
27231,lee's roofing,roofing contractors near me,0.6836486458778381,0.7894026041030884,1,0,0,1
27232,erie roofing,residential metal roofing contractor,0.5737913846969604,0.7477529048919678,0,0,1,1
27233,summer harvest roof shingles,new shingle roof,0.6691973209381104,0.4958314895629883,0,0,1,1
27234,cmr roofing,roofing companies near me,0.5758354067802429,0.6728639602661133,1,0,0,1
27235,erie home,residential roofing company,0.2391024827957153,0.307575523853302,1,0,0,1
27236,owens corning presidential shingles,new shingle roof,0.5082348585128784,0.47402358055114746,0,0,1,1
27237,epic roofing,roofers near me,0.6236180067062378,0.7396677732467651,1,0,0,1
27238,dynamic metals stuart,metal roofing company,0.2557511627674103,0.29491347074508667,0,0,1,1
27239,taylor roofing,roof replacement contractor,0.5653116703033447,0.7441645264625549,1,0,0,1
27240,island roofing,roofing companies near me,0.5930076837539673,0.6326985359191895,1,0,0,1
27241,all weather roofing,residential roofing company,0.5656705498695374,0.6571404933929443,1,0,0,1
27242,roof flashing,roofers near me,0.4748238325119018,0.5378254652023315,1,0,0,1
27243,superior one roofing,roofers near me,0.5752918124198914,0.7081772685050964,1,0,0,1
27244,empire roofing,residential roofing contractor,0.5483641624450684,0.6724925637245178,1,0,0,1
27245,schottenstein roofing,roof replacement company,0.5615659952163696,0.6761454343795776,1,0,0,1
27246,baker roofing,residential roofing company,0.6301897764205933,0.7130309343338013,1,0,0,1
27247,precision roofing,top roofing company,0.5938534736633301,0.6679653525352478,0,0,1,1
27248,contractors columbus ohio,roofing companies near me,0.4468309581279754,0.5770457983016968,1,0,0,1
27249,apple roofing,residential roofing contractor,0.4830784499645233,0.6118444204330444,1,0,0,1
27250,roofing materials,residential roofing company,0.5578595995903015,0.6743195056915283,1,0,0,1
27251,westlake royal roofing,residential roofing company,0.6442215442657471,0.694800078868866,1,0,0,1
27252,buckeye metal frankfort ohio,metal roofing company,0.3703894019126892,0.3984385132789612,0,0,1,1
27253,cmr roofing,roof replacement contractor,0.4960911571979522,0.6728639602661133,1,0,0,1
27254,covenant roofing,residential roofing contractor,0.6010091304779053,0.7083936929702759,1,0,0,1
27255,cmr roofing naples fl,roofing in naples FL,0.8085883855819702,0.6912734508514404,0,0,1,1
27256,compañías de roofing,residential roofing contractor,0.5997300148010254,0.79097580909729,1,0,0,1
27257,boral roof tiles,roof replacement contractor,0.3832988739013672,0.5238714814186096,1,0,0,1
27258,kirkey roofing,residential roofing company,0.6360939741134644,0.7116193771362305,1,0,0,1
27259,panda roofing vero beach,top rated roofing company,0.4389283657073974,0.5087442398071289,0,0,1,1
27260,total home roofing,roof replacement contractor,0.5790088176727295,0.7120094895362854,1,0,0,1
27261,klaus roofing of ohio,residential roofing company,0.6678161025047302,0.74537593126297,1,0,0,1
27262,blue sky roofing,roof replacement company,0.5687242746353149,0.6575751304626465,1,0,0,1
27263,cmr roofing naples fl,best residential roofing companies near me,0.5814462900161743,0.6912734508514404,0,0,1,1
27264,klaus roofing,residential roofing company,0.59458327293396,0.6785831451416016,1,0,0,1
27265,erie roofing,best metal roofing company,0.6136258840560913,0.7477529048919678,0,0,1,1
27266,lucas roofing vero beach,roofers near me,0.6239076256752014,0.7073274850845337,0,0,1,1
27267,enterprise roofing,roof replacement company,0.6294358372688293,0.7561273574829102,1,0,0,1
27268,shamrock roofing,roof replacement contractor,0.4792689681053161,0.7078014016151428,1,0,0,1
27269,lions gate roofing reviews,best roofing company,0.6708024740219116,0.5997524857521057,0,0,1,1
27270,guardian roofing,roof replacement contractor,0.5529154539108276,0.7423049211502075,1,0,0,1
27271,gutter company near me,roof replacement contractor,0.3672179281711578,0.6302741765975952,1,0,0,1
27272,rrca roofing,roof replacement company,0.5536791086196899,0.651019811630249,1,0,0,1
27273,superior one roofing,residential roofing company,0.6488247513771057,0.7081772685050964,1,0,0,1
27274,lucas roofing vero beach,roofing companies near me,0.6433393955230713,0.7073274850845337,0,0,1,1
27275,lee's roofing,roofing companies near me,0.7459561824798584,0.7894026041030884,1,0,0,1
27276,buckeye roofing,residential roofing company,0.557041585445404,0.6525935530662537,1,0,0,1
27277,schaefer roofing troy ohio,roofing troy OH,0.8353795409202576,0.6908315420150757,0,0,1,1
27278,buckeye metal,metal roofing company,0.2803196907043457,0.350568950176239,0,0,1,1
27279,mansard brown metal roof,residential metal roofing,0.7148345708847046,0.729095995426178,0,0,1,1
27280,roof maxx,residential roofing service,0.5154123902320862,0.6136932373046875,0,0,1,1
27281,neese roofing,local roofing company,0.6795816421508789,0.6902761459350586,0,0,1,1
27282,ledgewood roofing,certified roofing company,0.5598710775375366,0.6398311853408813,0,0,1,1
27283,davinci roof,residential roofing company,0.4185095429420471,0.5380284190177917,0,0,1,1
27284,jc roofing,roofing companies near me,0.7068691253662109,0.7849883437156677,1,0,0,1
27285,concrete roof tiles for sale near me,roofing companies near me,0.6323843598365784,0.5867542028427124,1,0,0,1
27286,sunshine roofing,roofers near me,0.5598053932189941,0.6397393345832825,1,0,0,1
27287,behan roofing,roofing in melbourne FL,0.5809047818183899,0.6910423636436462,0,0,1,1
27288,absolute roofing,roofing contractors near me,0.4884676337242126,0.6468449831008911,1,0,0,1
27289,baker roofing columbus ohio,roofing in columbus OH,0.8176953792572021,0.7483167052268982,0,0,1,1
27290,universal roofing,roofing companies near me,0.7084859609603882,0.7178633213043213,1,0,0,1
27291,erie roofing,metal roofing installers,0.5732434391975403,0.7477529048919678,0,0,1,1
27292,bryant roofing labelle,roofing labelle FL,0.7274655103683472,0.5969918966293335,0,0,1,1
27293,everlast metal roofing,metal roofing near me,0.7126772403717041,0.8152980804443359,0,0,1,1
27294,eagle roofing,residential roofing company,0.6355718970298767,0.7070881724357605,1,0,0,1
27295,buckeye metal frankfort ohio,metal roofing company,0.3703894019126892,0.3984385132789612,0,0,1,1
27296,muller roofing,best metal roofing company,0.6192857623100281,0.6866244077682495,0,0,1,1
27297,sunshine roofing,roofing companies near me,0.6295372247695923,0.6397393345832825,1,0,0,1
27298,universalroof com,roof replacement contractor,0.2413817048072815,0.3982325792312622,1,0,0,1
27299,silver birch shingles,new shingle roof,0.6210430860519409,0.5588815808296204,0,0,1,1
27300,gutter company near me,roofing companies near me,0.6397271156311035,0.6302741765975952,1,0,0,1
27301,advanced roofing,residential roofing contractor,0.658313512802124,0.7309451103210449,1,0,0,1
27302,dc roofing,roofers near me,0.5319792628288269,0.6408684849739075,1,0,0,1
27303,5v metal roof,residential metal roofing,0.6797837018966675,0.6991629004478455,0,0,1,1
27304,klaus roofing of ohio,roofers near me,0.6419141292572021,0.74537593126297,1,0,0,1
27305,kettering roofing,roofing kettering OH,0.9167970418930054,0.6875089406967163,0,1,0,1
27306,nesser roofing,roof replacement company,0.6306552886962891,0.7307708263397217,1,0,0,1
27307,kangaroo roof,residential roofing company,0.4509421288967132,0.573065996170044,0,0,1,1
27308,higher power roofing warm mineral springs venice,roof replacement contractor,0.4859330654144287,0.6288724541664124,0,0,1,1
27309,nascar roofing,roofing companies near me,0.5210409760475159,0.6162164211273193,1,0,0,1
27310,tim newman roofing,roofing companies near me,0.5637466907501221,0.6684956550598145,0,0,1,1
27311,panda roofing vero beach,licensed roofers near me,0.4248451590538025,0.5087442398071289,0,0,1,1
27312,empire roofing,residential roofing contractor,0.5483641624450684,0.6724925637245178,1,0,0,1
27313,erie roofing,best metal roofing company,0.6136258840560913,0.7477529048919678,0,0,1,1
27314,3 inch insulated aluminum roof panels,residential metal roofing,0.5509510040283203,0.5875337719917297,0,0,1,1
27315,five star roofing wrong house,residential roofing contractor,0.4946201741695404,0.612760066986084,1,0,0,1
27316,erie roofing,residential metal roofing company,0.6475920677185059,0.7477529048919678,0,0,1,1
27317,five star roofing wrong house,roof replacement company,0.5198556184768677,0.612760066986084,1,0,0,1
27318,apple roofing punta gorda,roofing company punta gorda FL,0.6171503067016602,0.5377115607261658,0,0,1,1
27319,rising star roofing,roofing companies near me,0.712681770324707,0.7390176057815552,1,0,0,1
27320,roofing warranty,roof replacement contractor,0.6308529376983643,0.6745821237564087,1,0,0,1
27321,integrity roofing,residential roofing company,0.5834581851959229,0.6843482255935669,1,0,0,1
27322,kerrigan roofing,residential roof installers,0.6224976181983948,0.6894670724868774,0,0,1,1
27323,techos de aluminio para casas,residential metal roofing,0.4030344188213348,0.4107940196990967,0,0,1,1
27324,moore roofing,roofing companies near me,0.6234886646270752,0.684350848197937,1,0,0,1
27325,local roofing companies near me,local roofing companies near me,1.0000001192092896,0.8539673089981079,0,1,0,0
27326,roofing estimates near me,roofing estimates near me,0.9999998807907104,0.8170995712280273,0,1,0,0
27327,roofers in melbourne fl,roofers in melbourne FL,1.0,0.751410961151123,0,1,0,0
27328,metal roofing installation,metal roofing installation,1.0,0.7818433046340942,0,1,0,0
27329,metal roofing,metal roofing,1.0000001192092896,0.9039672017097473,0,1,0,0
27330,metal roofing company,metal roofing company,1.0,0.8598766326904297,0,1,0,0
27331,roofing estimates,roofing estimates,1.0,0.8491741418838501,0,1,0,0
27332,roofing companies near me,roofing companies near me,1.0,0.8833282589912415,0,1,0,0
