,Search term,Keyword,Added/Excluded,Similarity Score,Match Type_Broad match,Match Type_Exact match,Match Type_Phrase match
26597,avalon roofing and exteriors reviews,roofing company,1,0.4737856090068817,0,0,1
26598,weatherhead roofing,roofing company,1,0.5672136545181274,0,0,1
26599,armored roofing,local roofing company,1,0.5499154329299927,0,0,1
26600,weatherhead roofing,roofing companies,1,0.6189099550247192,0,0,1
26601,thompson roofing,certified roofing company,1,0.7033455967903137,0,0,1
26602,victor's home solutions,roof replacement company,1,0.4509778618812561,0,0,1
26603,sherriff goslin roofing reviews,roofing company,1,0.5482061505317688,0,0,1
26604,d&d roofing fremont mi,local roof replacement,1,0.6033211350440979,0,0,1
26605,hansons roofing,local roofing company,1,0.734869122505188,0,0,1
26606,mr roof reviews,roofing companies near me,1,0.4699344038963318,1,0,0
26607,trident roofing,roofing company,1,0.6735914945602417,0,0,1
26608,residential metal roof repair near me,roofing company,1,0.6450868844985962,0,0,1
26609,sherriff goslin roofing reviews,roofing contractor,1,0.5188217163085938,0,0,1
26610,suntop roof panels installation,metal roofing companies near me,1,0.4260125160217285,1,0,0
26611,erie home,roofing companies,1,0.18880397081375122,1,0,0
26612,lyster roofing,roofing company in my area,1,0.677911102771759,0,0,1
26613,melvin belk roofing jenison michigan,roofing company,1,0.6236456632614136,0,0,1
26614,avalon roofing and exteriors reviews,roofing company,1,0.4737856090068817,0,0,1
26615,affordable metal roofing llc,metal roofing companies near me,1,0.8227661848068237,1,0,0
26616,montell construction reviews,roofing contractors,1,0.29036903381347656,1,0,0
26617,roach home improvement battle creek,roofing contractor,1,0.26388609409332275,0,0,1
26618,armored roofing,roofing companies,1,0.6229084730148315,1,0,0
26619,roof maxx,roofing company,1,0.6148762702941895,0,0,1
26620,victor's home solutions,roof installation contractor,1,0.274424284696579,0,0,1
26621,horizon roofing holland mi,roofing company,1,0.7167315483093262,0,0,1
26622,advanced roofing and building solutions,roofing company in my area,1,0.6483380198478699,0,0,1
26623,irish roofing and exteriors reviews,roofing company,1,0.5458056330680847,0,0,1
26624,action roofing,roofing contractors near me,1,0.5516945719718933,1,0,0
26625,benefits of metal roofing,metal roofing companies near me,1,0.6024861335754395,1,0,0
26626,installing a tpo roof,residential roof installation,1,0.6803557872772217,0,0,1
26627,michigan solar and roofing,roofing company,1,0.5732000470161438,0,0,1
26628,veenkamp roofing and siding reviews,roofing company,1,0.5147488713264465,0,0,1
26629,above roofing,roofing company,1,0.6100978255271912,0,0,1
26630,mcdonald roofing,roofing contractor,1,0.6491897702217102,0,0,1
26631,advanced roofing and building solutions,local roofing contractor,1,0.609546959400177,0,0,1
26632,avalon roofing and exteriors reviews,roofing contractor,1,0.4487888813018799,0,0,1
26633,d&d roofing fremont mi,roofing contractor,1,0.5955035090446472,0,0,1
26634,premier roofing and exteriors reviews,roofing company,1,0.5835657119750977,0,0,1
26635,van beck roofing,licensed roofing contractor,1,0.5598830580711365,0,0,1
26636,southwest roofing,roofing company in my area,1,0.7492685317993164,0,0,1
26637,snow removal from roofs near me,roofing contractors,1,0.46243131160736084,1,0,0
26638,irish roofing and exteriors reviews,roofing contractor,1,0.4942430853843689,0,0,1
26639,victor's home solutions,home roofing contractor,1,0.3196573257446289,0,0,1
26640,barn roof metal,metal roofing companies near me,1,0.6170496940612793,1,0,0
26641,top roofing design,roofing companies,1,0.5685839056968689,1,0,0
26642,avalon roofing and exteriors reviews,certified roofing company,1,0.5084401965141296,0,0,1
26643,steel panel roofing,metal roofing,1,0.7990115880966187,0,0,1
26644,cochran exteriors indianapolis in,roofing company,1,0.5139753222465515,0,0,1
26645,metal roof nation,metal roofing companies near me,1,0.6360810995101929,1,0,0
26646,musselman roofing,roofing contractors,1,0.6003392934799194,1,0,0
26647,van beck roofing,roofing contractor,1,0.5905759334564209,0,0,1
26648,mills siding and roofing kalamazoo mi,roofing contractors,1,0.5688886642456055,0,0,1
26649,victors roofing reviews,professional roofing company,1,0.5931485891342163,0,0,1
26650,victor's home solutions,residential roofing contractor,1,0.28503531217575073,1,0,0
26651,van beck roofing,metal roofing contractor,1,0.572474479675293,1,0,0
26652,home improvements contractor,roofing contractors,1,0.6821131706237793,1,0,0
26653,galvalume metal roof,metal roofing,1,0.7747617959976196,0,0,1
26654,sherriff goslin roofing,home roofing company,1,0.613418698310852,0,0,1
26655,hansons roofing reviews,roofing company,1,0.5716472268104553,0,0,1
26656,erie home metal roof,metal roofing near me,1,0.7588392496109009,0,0,1
26657,copeland roofing,roof replacement contractor,1,0.5973964929580688,1,0,0
26658,aztec roofing,residential roofing company,1,0.5954257249832153,1,0,0
26659,kerrigan roofing,roof replacement experts,1,0.5989410877227783,0,0,1
26660,shamrock roofing,residential roofing company,1,0.6488597393035889,1,0,0
26661,elite roofing,residential roofing company,1,0.7229758501052856,1,0,0
26662,klaus roofing,roofing companies near me,1,0.5815406441688538,1,0,0
26663,evans roofing,roof replacement company,1,0.6216418743133545,1,0,0
26664,provia roofing,residential metal roofing company,1,0.5513012409210205,0,0,1
26665,sunshine roofing,residential roofing company,1,0.5542728900909424,1,0,0
26666,cmr naples,roofing company naples FL,1,0.4244247078895569,0,0,1
26667,collins roofing,roofing companies near me,1,0.6942594051361084,1,0,0
26668,free roofing programs,roof replacement contractor,1,0.5107028484344482,1,0,0
26669,summit roofing,residential roofing company,1,0.6732835173606873,0,0,1
26670,suncoast roofing,residential roofing contractor,1,0.5596683025360107,1,0,0
26671,collis roofing melbourne,best roofing companies near me,1,0.6124482154846191,0,0,1
26672,kerrigan roofing,best roofing companies near me,1,0.6356644630432129,0,0,1
26673,ridge valley exteriors,roofing companies near me,1,0.378766804933548,1,0,0
26674,baker roofing columbus ohio,best roofing company,1,0.619334876537323,0,0,1
26675,owens roofing shingles,shingle roofing company,1,0.7565995454788208,0,0,1
26676,erie roofing,roof replacement company,1,0.6373615264892578,0,0,1
26677,knox roofing,residential roofing company,1,0.5995485782623291,1,0,0
26678,gutter companies near me,roofing companies near me,1,0.6622334122657776,1,0,0
26679,gutter companies near me,roofing companies near me,1,0.6622334122657776,1,0,0
26680,able roofing,roofing companies near me,1,0.6912143230438232,1,0,0
26681,apex roofing fort myers,roof installation company,1,0.701549768447876,0,0,1
26682,crown roofing,residential roofing company,1,0.5385255813598633,1,0,0
26683,steel roofing panels near me,residential metal roofing,1,0.6652856469154358,0,0,1
26684,powell roofing company,roofing contractor powell,1,0.880831241607666,0,1,0
26685,empire roofing,roof replacement contractor,1,0.5196908712387085,1,0,0
26686,mansard brown metal roof,new metal roofing,1,0.7139790058135986,0,0,1
26687,mike's roofing,roofing companies near me,1,0.6797431707382202,1,0,0
26688,epic roofing,residential roofing contractor,1,0.5841807126998901,1,0,0
26689,allphase roofing and restoration,residential roofing contractor,1,0.528357982635498,1,0,0
26690,royal roofing,roofers near me,1,0.6491283774375916,1,0,0
26691,schaefer roofing troy ohio,best rated roofing companies near me,1,0.5233195424079895,0,0,1
26692,rhino roofing,roofing companies near me,1,0.5348520874977112,0,0,1
26693,integrity roofing,roofing companies near me,1,0.5967557430267334,1,0,0
26694,erie home metal roof,metal roof replacements,1,0.7422946095466614,0,0,1
26695,gaf roof shingles,new shingle roof,1,0.7100091576576233,0,0,1
26696,roof flashing,roofers near me,1,0.47482383251190186,1,0,0
26697,rrca roofing,roofers near me,1,0.5411908626556396,1,0,0
26698,erie home improvement,roofing contractors near me,1,0.4126281142234802,1,0,0
26699,rrca roofing,roof replacement company,1,0.5536791086196899,1,0,0
26700,titan roofing,roofing contractors near me,1,0.5700148940086365,1,0,0
26701,empire roofing,roof replacement contractor,1,0.5196908712387085,1,0,0
26702,southern roofing and renovations orlando reviews,roofers in my area,1,0.6116259098052979,0,0,1
26703,five star roofing wrong house,residential roofing company,1,0.5135219693183899,1,0,0
26704,higgins roofing hillsboro ohio,metal roofing company,1,0.611504077911377,0,0,1
26705,ramos roofing,residential roofers in my area,1,0.5360202789306641,0,0,1
26706,sherriff goslin roofing,residential roofers in my area,1,0.579116702079773,0,0,1
26707,roofing materials,roofers near me,1,0.5131900310516357,1,0,0
26708,empire roofing,roofing companies near me,1,0.6120016574859619,1,0,0
26709,panda roofing,roof installation company,1,0.5050836205482483,0,0,1
26710,mike's roofing,residential roofing company,1,0.6877932548522949,1,0,0
26711,perden roofing,residential roofing company,1,0.5939193367958069,1,0,0
26712,higher power roofing warm mineral springs venice,best roofing company,1,0.5663735866546631,0,0,1
26713,compañía de roofing,residential roofing company,1,0.7216388583183289,1,0,0
26714,allphase roofing and restoration,residential roofing company,1,0.541857898235321,1,0,0
26715,king roofing,roof replacement contractor,1,0.5151602625846863,1,0,0
26716,rc roofing,roofing companies near me,1,0.5881298780441284,1,0,0
26717,pinnacle roofing,residential roofing company,1,0.6882091760635376,1,0,0
26718,blue sky roofing,residential roofing company,1,0.6288715600967407,1,0,0
26719,nelsen roofing titusville fl,roofing titusville FL,1,0.8230341672897339,0,0,1
26720,ledgewood roofing,residential roofing company,1,0.5648492574691772,0,0,1
26721,d&g roofing,roofing contractors near me,1,0.6271332502365112,1,0,0
26722,evans roofing,residential roofing contractor,1,0.5935178995132446,1,0,0
26723,liberty roofing,residential roofing company,1,0.6510370969772339,1,0,0
26724,crowther roofing,roof replacement company,1,0.5319966077804565,1,0,0
26725,neuman roofing,metal roofing company,1,0.5705255270004272,0,0,1
26726,richards roofing,residential roofing company,1,0.6734143495559692,1,0,0
26727,klaus roofing of ohio,roof replacement company,1,0.6531761884689331,1,0,0
26728,evans roofing,roof replacement company,1,0.6216418743133545,1,0,0
26729,cnj roofing,residential roofing company,1,0.6213102340698242,1,0,0
26730,blue sky roofing,residential roofing contractor,1,0.568751335144043,1,0,0
26731,gutter company near me,roofing companies near me,1,0.6397271156311035,1,0,0
26732,family first roofing,residential roofing company,1,0.6968780755996704,1,0,0
26733,legacy roofing,residential roofing contractor,1,0.5659109354019165,1,0,0
26734,roof maxx,roof replacement company,1,0.5600250959396362,0,0,1
26735,erie metal roof,new metal roofing,1,0.7399237751960754,0,0,1
26736,apc roofing,residential roofing contractor,1,0.5545289516448975,1,0,0
26737,alliance roofing,roof replacement company,1,0.6566667556762695,1,0,0
26738,galloway roofing englewood fl,roofing company englewood FL,1,0.8171006441116333,0,0,1
26739,davinci roof,best roofing company,1,0.4277787208557129,0,0,1
26740,erie construction,residential roofing company,1,0.40478596091270447,1,0,0
26741,elite roofing,residential roofing contractor,1,0.6592370271682739,1,0,0
26742,3g home exteriors,residential roofing company,1,0.3774864673614502,1,0,0
26743,roman roofing cape coral,best roofing companies in my area,1,0.3901331424713135,0,0,1
26744,werth roofing,roofing companies near me,1,0.6128546595573425,1,0,0
26745,allphase roofing,roofers near me,1,0.54736328125,0,0,1
26746,apc roofing,roof replacement company,1,0.5396965742111206,1,0,0
26747,blue sky roofing,roofing contractors near me,1,0.5642954111099243,1,0,0
26748,higher power roofing warm mineral springs venice,residential roofing company,1,0.5648630261421204,0,0,1
26749,bone dry roofing,roofing contractors near me,1,0.4809284806251526,1,0,0
26750,advanced roofing,roof replacement contractor,1,0.5732274651527405,1,0,0
26751,local construction companies,residential roofing contractor,1,0.540885329246521,1,0,0
26752,central roofing,residential roofing company,1,0.6315397024154663,1,0,0
26753,georgiametals com,metal roofing contractor,1,0.23388761281967163,0,0,1
26754,roofing company cincinnati,roofing companies near me,1,0.7232587337493896,0,0,1
26755,richards roofing,roof replacement company,1,0.630770206451416,1,0,0
26756,universal roofing,roof replacement company,1,0.6633921265602112,1,0,0
26757,papa & sons roofing,roofing companies near me,1,0.6744550466537476,0,0,1
26758,erie roofing company,best roofing company,1,0.7324342727661133,0,0,1
26759,enterprise roofing,residential roofing company,1,0.7133404016494751,1,0,0
26760,compañía de roofing,residential roofing contractor,1,0.572442352771759,1,0,0
26761,exterior contractors near me,roofing contractors near me,1,0.7935419082641602,1,0,0
26762,total home roofing,residential roofing company,1,0.6202244162559509,1,0,0
26763,roof maxx,top roofing company,1,0.6275918483734131,0,0,1
26764,five star roofing wrong house,roof replacement contractor,1,0.51981121301651,1,0,0
26765,erie metal roofs,residential metal roofing company,1,0.6776390075683594,0,0,1
26766,panda roofing vero beach,roofers in vero beach FL,1,0.6175882816314697,0,0,1
26767,able roofing,roofing companies near me,1,0.6912143230438232,1,0,0
26768,rrca roofing,roof replacement contractor,1,0.5293800830841064,1,0,0
26769,five star roofing wrong house,roofing contractors near me,1,0.47131043672561646,1,0,0
26770,apex roofing fort myers,top roofing company,1,0.6283630132675171,0,0,1
26771,dc roofing,roof replacement contractor,1,0.46774131059646606,1,0,0
26772,olsen roofing venice fl,roofers in venice FL,1,0.8192188739776611,0,0,1
26773,erie home,residential roofing contractor,1,0.17413876950740814,1,0,0
26774,shamrock roofing,roof replacement contractor,1,0.47926896810531616,1,0,0
26775,blue sky roofing,roof replacement contractor,1,0.5046269297599792,1,0,0
26776,legacy roofing,roof replacement contractor,1,0.5205464363098145,1,0,0
26777,jasper roofing orlando,recommended roofers near me,1,0.6038041114807129,0,0,1
26778,a1 roofing,residential roofing contractor,1,0.5598748922348022,1,0,0
26779,lucas roofing vero beach,roofers in vero beach FL,1,0.8127704858779907,0,0,1
26780,allstate exteriors london ohio,roof installation company,1,0.5055100917816162,0,0,1
26781,blackburn roofing,top roofing company,1,0.6652758121490479,0,0,1
26782,cmr roofing,residential roofing company,1,0.5830835103988647,1,0,0
26783,barnett roofing reviews,residential roofing service,1,0.5705374479293823,0,0,1
